564436 2923723
564436 3332367
564436 3381800
564436 3381842
564436 4
564436 466939
564436 80
180698 1206528
180698 180701
180698 262205
180698 4498315
180698 5593824
180698 5702937
180698 692207
180698 702068
180698 783710
180698 839102
548915 1065512
1102411 1101081
1102411 1108267
1102411 1119915
1102411 1182958
1102411 444577
412032 1122763
412032 1122787
412032 774961
330847 1864419
330847 2254569
330847 408746
330847 560481
330847 769886
330847 883939
880925 1150252
880925 2074859
880925 42964
880897 1150252
880897 1607640
880897 42964
880897 754309
880897 944424
139433 139433
139433 1487165
139433 18893
139433 1944771
139433 338690
139433 377887
139433 6157128
139433 6157129
139433 623329
586796 1161012
586796 1161014
15774 1542689
15774 79570
903119 734748
903119 815501
139512 1224806
139512 139480
354756 1258667
354756 1500507
354756 2459741
354756 412956
354756 5520918
354756 64381
373234 2347909
373234 24885
373234 2795802
373234 358298
373234 3640395
373234 433625
373234 451295
373234 469440
373234 542294
373234 550822
373234 582106
373234 806347
373234 854652
1044985 1044961
1044985 1044973
1044985 1317616
1044985 3960324
128025 152229
128025 262322
128025 3243556
129729 1324921
129729 1336149
129729 1853486
129729 1853487
129729 2794929
587078 1373121
587078 3012575
1311733 1311733
1311733 1316127
1311733 1385972
1311733 1655714
1311733 1664070
1311733 736320
1311733 998988
1311733 998989
425795 342638
425795 396348
140655 128370
140655 266660
140655 609357
140655 923177
33316 13350
33316 1486147
33316 1486148
33316 1837277
33316 196140
33316 1973082
607873 1130266
607873 1168516
607873 1997507
607873 477368
152726 152733
152726 261797
582533 51771
963141 1640953
1201564 1640953
1201868 1640953
1201868 1641728
472685 1036220
472685 1241395
472685 448785
472685 665626
472685 776669
472685 777258
3649 1722039
3649 1722040
3649 1827
3649 2935
3649 599010
1416461 1667693
1757480 1758201
1757480 1971242
1457395 277136
1457395 566116
543783 1258385
543783 1260573
543783 413610
543783 413613
543783 48249
543783 543783
543783 887798
529499 1390442
649073 1152286
7919 1770600
7919 1975619
7919 1975620
7919 1975621
7919 249877
7919 595678
7919 595679
1617978 1666469
2097082 2098325
2097082 941285
468716 313235
684674 2243182
684674 2243192
684674 5345145
684674 6154086
684674 698106
425816 2284583
425816 357132
4927 135931
4927 1516
4927 3332
819095 1196616
819095 2363091
819095 2407995
819095 5846511
611819 1518793
1940645 2390519
1940645 3756569
1940645 3756571
1940645 3756572
1940645 3756573
1060865 172232
2445849 2451577
2445849 3260325
2445849 5786282
2001103 1158672
2001103 193337
2001103 30502
2001103 4640053
2110647 1820237
2138408 12393
257187 155501
257187 1739016
257187 1956395
257187 3524110
257187 5259698
2654405 2635296
2654405 2637698
2654405 2654405
2654405 2662083
2654405 2662084
2654405 3568306
1674523 1193932
1674523 1194034
1674523 1195798
1674523 1196237
1674523 1196253
1674523 1246670
1674523 1257670
1674523 1533500
1674523 1577677
1674523 1674523
1674523 2269648
1674523 2634723
1674523 2634744
1674523 2634798
1674523 2634800
1674523 2661342
1674523 2661431
1674523 2661445
1674523 2784047
1674523 2822582
1674523 3099565
1423286 128453
1423286 147063
1423286 1804649
1423286 1861033
1423286 2330236
1423286 2689478
1423286 3038062
1423286 438155
1423286 4436217
1423286 499484
1423286 5055454
1423286 5066985
1423286 694025
1423286 780684
1032398 255347
1032398 2710714
1032398 3303248
1032398 458014
1032398 508282
2740711 2724916
2740711 2726607
2740711 5428976
70414 1207963
70414 129017
70414 140571
70414 1420132
70414 1993715
70414 447283
70414 4473947
70414 6380172
70414 918308
2791885 2789416
2791885 2790037
2791885 2790082
2791885 2791885
2791885 2981877
2791885 2981880
2791885 4219833
427110 1059279
427110 1068125
427110 1503398
427110 2507850
427110 3742575
427110 3742915
427110 426950
427110 428642
427110 438752
427110 4724116
427110 923750
856052 456425
3129754 3084964
3129754 5274601
3129754 5637401
2246738 2877044
588293 488646
2149448 2846022
2935836 3428007
2310344 2068510
1276677 1084118
1276677 1084119
1276677 3584134
1276677 3584135
953265 1535943
953265 1883204
953265 3113700
2292918 2158590
387022 3137597
1151614 3137638
1151614 4761474
880897 1150252
880897 1219845
880897 2645663
880897 944424
3141687 2883818
3141687 2883820
3141687 3153285
131879 1625253
1468930 1468930
1468930 1468978
1468930 1468980
1468930 1468981
1468930 1468982
1468930 1468983
1468930 1713615
1468930 2404780
1468930 2714500
1468930 5672247
3094 3013900
3094 3381800
3094 3381842
3094 4
3094 428397
3094 464592
3094 466939
3094 80
