4	1037592
1229	1228270
1312	497799
1340	4406815
1506	135777
2376	480016
5059	330848
6315	155881
6315	258465
6722	3531611
6722	3531612
10146	179297
10555	67592
10555	230226
12393	2552536
12414	41917
13436	5541667
13436	5541668
15112	35741
15112	198549
15113	35806
15113	198612
15147	41570
15319	285551
15443	842947
15449	298329
15456	104406
15456	299285
15469	300818
15480	102095
15480	301599
15651	87404
15651	316304
15870	618729
16144	775217
16682	4461848
16682	4461849
17464	345792
17735	2790577
17735	2790578
17735	2790579
17735	2790580
17735	2790581
17735	2790582
17735	2790584
18080	344981
18527	4584006
18527	4584007
19102	358593
19143	1715174
23694	3531611
23694	3531612
26155	1454884
27067	1722595
27720	139189
27897	4413185
28233	1795367
29763	1622685
29779	1689370
30024	192858
30428	4103672
30428	4103673
30428	4103674
30428	4103675
30428	4103676
30428	4103677
31191	3871999
32253	351041
32496	195322
32525	1760606
35446	198254
35741	15112
35806	15113
35811	129816
35938	389841
36015	746714
37144	2050999
38773	1073163
38792	4404033
39266	180609
39882	4437414
41570	15147
41917	12414
41920	135948
42067	54867
42067	322838
42067	435782
42149	746714
42964	1151543
42964	1151544
43122	1049239
43122	1671537
43252	366574
47258	413939
47393	210130
47930	939999
50087	470459
51771	1584527
54676	217367
54867	42067
56649	219332
57221	470473
58781	2830373
59426	140143
59482	180616
60720	354401
62552	4449006
63345	3741866
64597	1583514
65725	2277397
67592	10555
68448	1101572
69877	903136
70236	232865
72076	1760731
72076	1760732
73908	180471
75114	81008
78027	135607
79671	135448
79798	330908
80147	135403
80147	323570
81008	75114
81008	430253
81008	556360
81008	595240
81218	135282
81218	322497
82576	135103
83241	135017
83241	320475
85502	318211
87404	15651
93273	133923
97875	1111292
98378	133568
98378	305324
98479	133566
98851	133538
98927	133529
99689	133404
102095	15480
103280	132751
103280	300413
104406	15456
104758	132496
104764	132494
105119	132443
105420	440779
105940	132275
105940	297746
106198	297488
106381	297305
108868	131777
111270	131307
112609	131063
114474	130759
114474	289197
114789	339308
114848	130690
115348	130571
115348	288323
115567	130529
115703	130503
115720	130497
116229	130409
116937	4531066
119205	2381515
122059	129801
122343	129767
122343	281660
122433	129743
122453	129739
122453	281550
122699	129695
122712	129694
123421	4925644
124278	139093
124902	129497
126217	129374
127005	129301
127541	259741
127635	260250
127703	153941
127703	260055
127752	153709
127752	260834
127764	153596
127776	153510
127776	261034
127777	261036
127844	153156
127844	261388
127880	261571
127956	738630
128030	236771
128030	262360
128099	150902
128307	148662
128307	265897
128453	267498
128515	146197
128600	145376
128600	269187
128602	145358
128622	145050
128622	269513
128731	144013
128731	270552
128762	143695
128872	142361
128872	272209
128872	596934
129017	274003
129154	1297629
129177	137457
129301	127005
129374	126217
129374	277775
129497	124902
129497	279091
129615	280263
129694	122712
129694	281290
129695	122699
129695	281303
129739	122453
129739	281550
129743	122433
129743	281570
129743	644581
129767	122343
129801	122059
129801	281941
129816	35811
130154	285160
130409	116229
130409	287440
130497	115720
130503	115703
130529	115567
130529	288103
130571	115348
130690	114848
130690	288823
130759	114474
131063	112609
131063	291067
131083	380157
131307	111270
131681	587290
131682	587290
131703	294416
131777	108868
131777	294821
132275	105940
132339	713216
132443	105119
132443	298570
132494	104764
132494	298926
132496	104758
132751	103280
133404	99689
133404	304008
133529	98927
133538	98851
133538	304849
133566	98479
133566	305223
133568	98378
133923	93273
133923	310435
135017	83241
135017	320475
