1037592 2923723
1037592 3332367
1037592 3381800
1037592 3381842
1037592 4
1037592 466939
1037592 80
1042507 1206528
1042507 180701
1042507 262205
1042507 4498315
1042507 5593824
1042507 5702937
1042507 692207
1042507 702068
1042507 783710
1042507 839102
1090021 1065512
1108270 1101081
1108270 1108267
1108270 1119915
1108270 1182958
1108270 444577
1126744 1122763
1126744 1122787
1126744 774961
1146683 1864419
1146683 2254569
1146683 408746
1146683 560481
1146683 769886
1146683 883939
1151543 1150252
1151543 2074859
1151543 42964
1151544 1150252
1151544 1607640
1151544 42964
1151544 754309
1151544 944424
1157484 139433
1157484 1487165
1157484 18893
1157484 1944771
1157484 338690
1157484 377887
1157484 6157128
1157484 6157129
1157484 623329
1161011 1161012
1161011 1161014
1166811 1542689
1166811 79570
1218209 734748
1218209 815501
1224802 1224806
1224802 139480
1259590 1258667
1259590 1500507
1259590 2459741
1259590 412956
1259590 5520918
1259590 64381
1313906 2347909
1313906 24885
1313906 2795802
1313906 358298
1313906 3640395
1313906 433625
1313906 451295
1313906 469440
1313906 542294
1313906 550822
1313906 582106
1313906 806347
1313906 854652
1317615 1044961
1317615 1044973
1317615 1317616
1317615 3960324
1329602 152229
1329602 262322
1329602 3243556
1336811 1324921
1336811 1336149
1336811 1853486
1336811 1853487
1336811 2794929
1373120 1373121
1373120 3012575
1385968 1311733
1385968 1316127
1385968 1385972
1385968 1655714
1385968 1664070
1385968 736320
1385968 998988
1385968 998989
1411504 342638
1411504 396348
147900 128370
147900 266660
147900 609357
147900 923177
1485986 13350
1485986 1486147
1485986 1486148
1485986 1837277
1485986 196140
1485986 1973082
1492722 1130266
1492722 1168516
1492722 1997507
1492722 477368
152752 152733
152752 261797
1584527 51771
1641760 1640953
1641761 1640953
1641763 1640953
1641763 1641728
1661830 1036220
1661830 1241395
1661830 448785
1661830 665626
1661830 776669
1661830 777258
1722487 1722039
1722487 1722040
1722487 1827
1722487 2935
1722487 599010
1731619 1667693
1757483 1758201
1757483 1971242
